Centro Poblado,Aeropuerto,Distancia(Km),Cobertura,Aerodromo,D_Aerodromo,Regional,D_Regional,Nacional,D_Nacional,Internacional,D_Internacional,Tipo_Cobertura
ABASTICOS,EL DORADO,34.4490837685403,True,VILLA GEORGINA,36.2106614000918,SAN MARTIN,87.8515968551185,VANGUARDIA,51.6883416180031,EL DORADO,34.4490837685403,Internacional
ACAPULCO,HORIZONTES,3.30402959375963,True,HORIZONTES,3.30402959375963,COLONIZADORES,141.02501304312,YARIGUIES,74.4304171986738,PALONEGRO,14.2111163795027,Internacional
ACEVEDO,CONTADOR,22.6532566970602,True,LA JAGUA,43.6493625266892,CONTADOR,22.6532566970602,GUSTAVO ARTUNDUAGA PAREDES,43.3237402716814,BENITO SALAS,143.390689536798,Regional
BARRO BLANCO,SAN BERNARDO,25.3697141388984,True,SAN BERNARDO,25.3697141388984,LAS BRUJAS,71.8220061729186,LOS GARZONES,144.989267076566,RAFAEL NUÑEZ,152.243581933441,Aeródromo
EL CERRO,ANTONIO NARIÑO,38.0781434211722,True,EL GUAYABAL,71.3016456197922,JUAN CASIANO,109.195513154648,ANTONIO NARIÑO,38.0781434211722,ALFONSO BONILLA ARAGON,240.676994865676,Nacional
AGUA BONITA,VILLA GEORGINA,7.73050896203633,True,VILLA GEORGINA,7.73050896203633,SANTIAGO VILA,54.7579608123635,VANGUARDIA,84.3176710618212,EL DORADO,36.1004278601308,Internacional
EL PLAN,ALFONSO LOPEZ PUMAREJO,23.2148253274297,True,SAN JUAN DEL CESAR,31.9749980192931,JORGE ISAACS (LA MINA),189.831570369287,ALFONSO LOPEZ PUMAREJO,23.2148253274297,ALMIRANTE PADILLA,119.388680858664,Nacional
AGUA LINDA,CAMILO DAZA,16.4026289132759,True,CINERA,43.6742546493805,AGUAS CLARAS,110.475454725398,YARIGUIES,165.537513072767,CAMILO DAZA,16.4026289132759,Internacional
AGUANICA,FLAMINIO S. CAMACHO,13.6553491468359,True,FLAMINIO S. CAMACHO,13.6553491468359,JOSE CELESTINO,97.9296964949602,VANGUARDIA,97.5521278643301,EL DORADO,28.1545846028419,Internacional
AIMARAL,ALMIRANTE PADILLA,14.5714039199428,True,SHANGRI-LA,44.5168192871937,PUERTO BOLIVAR,118.520239172684,ALFONSO LOPEZ PUMAREJO,129.317355513779,ALMIRANTE PADILLA,14.5714039199428,Internacional
EL LLANO,BUENAVENTURA-GERARDO TOBAR LOPEZ,9.92784300922365,True,EDGAR CALDAS POTES-CA,61.7323490394532,FARFAN HERIBERTO GIL MAR,95.7008327445712,BUENAVENTURA-GERARDO TOBAR LOPEZ,9.92784300922365,ALFONSO BONILLA ARAGON,72.4122624243147,Nacional
ALASKA,SAN ROQUE  - CA.,13.1830073258331,True,SAN ROQUE  - CA.,13.1830073258331,FARFAN HERIBERTO GIL MAR,23.0006265111197,BUENAVENTURA-GERARDO TOBAR LOPEZ,90.0260593587472,ALFONSO BONILLA ARAGON,44.6935474996501,Regional
LAS CAMELIAS,MORICHITO,14.895444916699,True,MORICHITO,14.895444916699,GUSTAVO VARGAS,46.7086926843324,EL ALCARAVAN,99.6661947344119,PALONEGRO,190.517179830657,Aeródromo
LAS CANOAS,NUEVA ROMA,34.4728908947269,True,NUEVA ROMA,34.4728908947269,LAS BRUJAS,132.441246675237,ALFONSO LOPEZ PUMAREJO,137.994259877552,ERNESTO CORTISSOZ,79.4776232471418,Aeródromo
ALEJANDRÍA,NUEVA ROMA,25.8580598699215,True,NUEVA ROMA,25.8580598699215,LAS BRUJAS,145.491742855807,ALFONSO LOPEZ PUMAREJO,109.256012494505,ERNESTO CORTISSOZ,131.095226009146,Aeródromo
ALTAMAR,FLAMINIO S. CAMACHO,15.4248886590723,True,FLAMINIO S. CAMACHO,15.4248886590723,SANTIAGO VILA,106.325204614854,VANGUARDIA,72.8907549069129,EL DORADO,21.7622326343405,Internacional
ALTAMIRA,HORIZONTES,13.7427968187756,True,HORIZONTES,13.7427968187756,COLONIZADORES,129.290417558113,YARIGUIES,87.1391858081435,PALONEGRO,30.1736314786314,Internacional
PIEDECUESTA,JOSE CELESTINO,13.5159849488022,True,GANADERIA EL TRIUNFO,22.9270547733822,JOSE CELESTINO,13.5159849488022,LA NUBIA,56.3136993029632,MATECAÑA,92.269217233967,Regional
AMALFI,EL RIO,4.29901138791201,True,EL RIO,4.29901138791201,REMEDIOS OTU,41.9482926846517,OLAYA HERRERA,95.2190706770922,JOSE M. CORDOVA,91.2632551082593,Aeródromo
ALTO DE CÓRDOBA,EL DORADO,22.3578002087464,True,FLAMINIO S. CAMACHO,27.626832455803,JOSE CELESTINO,77.0921087369,PERALES,100.715276424281,EL DORADO,22.3578002087464,Internacional
BUENOS AIRES,MIRAFLORES,12.8053573120426,True,MIRAFLORES,12.8053573120426,JORGE E. GONZALEZ T.,151.396854267359,VANGUARDIA,358.564517029065,BENITO SALAS,413.305892511192,Aeródromo
CIENAGUITA,TOLU,18.5907777614137,True,COVEÑAS,32.873478037697,TOLU,18.5907777614137,LOS GARZONES,89.4480307662304,RAFAEL NUÑEZ,103.120548421205,Regional
ANGOSTURA,SAN BERNARDO,7.60072973746231,True,SAN BERNARDO,7.60072973746231,LAS BRUJAS,98.47109746523,LOS GARZONES,166.717489143898,RAFAEL NUÑEZ,176.43213157221,Aeródromo
LLANOS DE CUIBA,CAROLINA DEL PRINCIPE,23.8158450276821,True,CAROLINA DEL PRINCIPE,23.8158450276821,REMEDIOS OTU,87.9911889682826,OLAYA HERRERA,66.8655467871717,JOSE M. CORDOVA,72.4579481000669,Aeródromo
ANORÍ,EL RIO,22.8345826061838,True,EL RIO,22.8345826061838,REMEDIOS OTU,48.2854605979166,OLAYA HERRERA,106.80669655983,JOSE M. CORDOVA,105.659022529068,Aeródromo
LIBERIA,VILLA GEORGINA,19.7618468661146,True,VILLA GEORGINA,19.7618468661146,SANTIAGO VILA,35.0762677098453,PERALES,70.5445507155165,EL DORADO,52.7260662349812,Regional
MONTEFRÍO,EL RIO,12.3220829272247,True,EL RIO,12.3220829272247,REMEDIOS OTU,47.6556777714898,OLAYA HERRERA,95.1836726702661,JOSE M. CORDOVA,92.8760520613363,Aeródromo
PASO REAL,ALI PIEDRAHITA,41.325598526128,False,FRONTINO EL PLATEADO,42.9436999208712,ALI PIEDRAHITA,41.325598526128,OLAYA HERRERA,41.3310776695611,JOSE M. CORDOVA,58.5514117610773,Sin cobertura
GUINTAR,ALI PIEDRAHITA,20.6120974161589,True,FRONTINO EL PLATEADO,51.2199451857606,ALI PIEDRAHITA,20.6120974161589,OLAYA HERRERA,41.4329462291302,JOSE M. CORDOVA,60.8846824084823,Regional
LA CEJITA,ALI PIEDRAHITA,25.409078849008,True,FRONTINO EL PLATEADO,51.0824715198912,ALI PIEDRAHITA,25.409078849008,OLAYA HERRERA,37.3560335058544,JOSE M. CORDOVA,56.8774621941418,Nacional
LA HIGUINA,ALI PIEDRAHITA,32.3034888240423,True,FRONTINO EL PLATEADO,51.1594508948983,ALI PIEDRAHITA,32.3034888240423,OLAYA HERRERA,33.1630212511878,JOSE M. CORDOVA,52.457739037475,Nacional
APARTADÓ,REYES MURILLO,47.7791264928249,False,PIZARRO,64.2540240626786,REYES MURILLO,47.7791264928249,EL CARAÑO,49.8348561664054,MATECAÑA,151.285581099925,Sin cobertura
LOS NARANJALES,ANTONIO ROLDAN BETANCOURT,0.921760240971251,True,LOS ALMENDROS,6.86723182163121,ALCIDES FERNANDEZ,97.3802404393053,ANTONIO ROLDAN BETANCOURT,0.921760240971251,JOSE M. CORDOVA,232.680804373079,Nacional
EL SALVADOR,GUILLERMO LEON VALENCIA,3.50393229399427,True,EL GUAYABAL,55.5241392840402,CONTADOR,86.7419638530787,GUILLERMO LEON VALENCIA,3.50393229399427,ALFONSO BONILLA ARAGON,127.163044848991,Nacional
ARBOLETES,ARBOLETES,1.28321019974693,True,ARBOLETES,1.28321019974693,ALCIDES FERNANDEZ,101.053594893495,LOS GARZONES,66.0966136937169,RAFAEL NUÑEZ,203.395070813797,Aeródromo
EL YESO,LAS BRUJAS,11.4578809578727,True,COVEÑAS,36.0859881145573,LAS BRUJAS,11.4578809578727,LOS GARZONES,82.0077724209675,RAFAEL NUÑEZ,116.797125316278,Regional
LA TRINIDAD,BUENOS AIRES -FADELCE,54.4000245711911,False,BUENOS AIRES -FADELCE,54.4000245711911,AGUAS CLARAS,64.392142688876,ALFONSO LOPEZ PUMAREJO,173.763946031936,CAMILO DAZA,129.595098457091,Sin cobertura
EL SOCORRO,LAS BRUJAS,11.5348524873088,True,BARACOA,39.8296321774588,LAS BRUJAS,11.5348524873088,LOS GARZONES,83.4554448857627,RAFAEL NUÑEZ,135.415023783136,Regional
BARBOSA,GUSTAVO ROJAS PINILLA,52.7940606280864,False,GUSTAVO ROJAS PINILLA,52.7940606280864,ALBERTO LLERAS CAMARGO,76.9492515910214,YARIGUIES,123.218135979429,PALONEGRO,141.191889508897,Sin cobertura
ALTO ZARAGOZA,BUENAVENTURA-GERARDO TOBAR LOPEZ,15.9169259693928,True,EDGAR CALDAS POTES-CA,41.8497564083619,FARFAN HERIBERTO GIL MAR,74.388918531907,BUENAVENTURA-GERARDO TOBAR LOPEZ,15.9169259693928,ALFONSO BONILLA ARAGON,63.9651132789647,Nacional
ALTOS DE ORIENTE,HORIZONTES,6.47379686824865,True,HORIZONTES,6.47379686824865,COLONIZADORES,134.675164063532,YARIGUIES,81.115462228749,PALONEGRO,14.8790326935617,Internacional
BELMIRA,CAROLINA DEL PRINCIPE,43.6216923426133,False,CAROLINA DEL PRINCIPE,43.6216923426133,ALI PIEDRAHITA,60.8170848246434,OLAYA HERRERA,43.7296527526429,JOSE M. CORDOVA,56.0452088623828,Sin cobertura
LABORES,CAROLINA DEL PRINCIPE,35.5547867957929,True,CAROLINA DEL PRINCIPE,35.5547867957929,ALI PIEDRAHITA,72.2257231749478,OLAYA HERRERA,54.4733963430144,JOSE M. CORDOVA,64.1481609214696,Aeródromo
RÍO ARRIBA,CAROLINA DEL PRINCIPE,43.8567601669507,False,CAROLINA DEL PRINCIPE,43.8567601669507,ALI PIEDRAHITA,60.809000937345,OLAYA HERRERA,44.6091973113266,JOSE M. CORDOVA,56.9809361629152,Sin cobertura
AMBORCO,BENITO SALAS,2.11548660605974,True,GUAMITOS,10.7838751046339,EDUARDO FALLA SOLANO,108.213024129368,GUILLERMO LEON VALENCIA,154.845286744467,BENITO SALAS,2.11548660605974,Internacional
ANACARO,INGENIO RISARALDA,14.1554280243255,True,INGENIO RISARALDA,14.1554280243255,FARFAN HERIBERTO GIL MAR,81.8244601675104,LA NUBIA,61.98881525798,MATECAÑA,25.6943995210159,Internacional
LA CHINA,NUEVA ROMA,24.8350903993279,True,NUEVA ROMA,24.8350903993279,LAS BRUJAS,105.682789545945,ALFONSO LOPEZ PUMAREJO,152.707894794438,ERNESTO CORTISSOZ,106.792757558133,Aeródromo
LA UNIÓN,RANCHO COLIBRI - CA,8.84986886891456,True,RANCHO COLIBRI - CA,8.84986886891456,FARFAN HERIBERTO GIL MAR,50.7530255941248,LA NUBIA,89.2208792811352,MATECAÑA,50.5673613012967,Aeródromo
BETANIA,BUENAVENTURA-GERARDO TOBAR LOPEZ,38.9934904450945,True,LOPEZ DE MICAI,60.5777949308403,FARFAN HERIBERTO GIL MAR,119.688152848807,BUENAVENTURA-GERARDO TOBAR LOPEZ,38.9934904450945,ALFONSO BONILLA ARAGON,81.986263594326,Nacional
SAN LUIS,EL EMBRUJO,99.5733843375953,False,NUEVA FORTUNA,702.458597993948,CAPURGANA,644.450758293676,EL EMBRUJO,99.5733843375953,RAFAEL NUÑEZ,714.344060045169,Sin cobertura
BETULIA,LAS BRUJAS,8.04050313606233,True,BARACOA,43.5936982851642,LAS BRUJAS,8.04050313606233,LOS GARZONES,81.1572426689403,RAFAEL NUÑEZ,133.271939446231,Regional
MANIZALES,LAS BRUJAS,20.3885428566396,True,BARACOA,29.5503651099383,LAS BRUJAS,20.3885428566396,LOS GARZONES,99.7546768175897,RAFAEL NUÑEZ,127.706385713724,Regional
NICARAGUA,EL PINDO,27.2881361698068,True,SANTA RITA DE ITUANGO,51.1674391061772,EL PINDO,27.2881361698068,LOS GARZONES,130.536236066189,JOSE M. CORDOVA,174.638578550845,Regional
CAICEDO,ALI PIEDRAHITA,19.5171924205833,True,FRONTINO EL PLATEADO,39.569538353275,ALI PIEDRAHITA,19.5171924205833,OLAYA HERRERA,48.0096016477363,JOSE M. CORDOVA,67.4316340099829,Regional
ANSERMANUEVO,INGENIO RISARALDA,14.74795629468,True,INGENIO RISARALDA,14.74795629468,CONDOTO MANDINGA,81.8630346924984,LA NUBIA,63.7859155118061,MATECAÑA,28.0685906777206,Internacional
APÍA,INGENIO RISARALDA,23.8209709677352,True,INGENIO RISARALDA,23.8209709677352,CONDOTO MANDINGA,81.4559336651508,LA NUBIA,53.3096722135559,MATECAÑA,39.5587942853202,Internacional
ARARCA,BARU - HIDROPUERTO,4.81187338683297,True,BARU - HIDROPUERTO,4.81187338683297,TOLU,83.6522372405786,LOS GARZONES,162.557855091741,RAFAEL NUÑEZ,20.6439141534114,Internacional
ARBOLEDAS,LAS AGUILAS -CA,18.6959861102777,True,LAS AGUILAS -CA,18.6959861102777,FARFAN HERIBERTO GIL MAR,62.1772503128225,BUENAVENTURA-GERARDO TOBAR LOPEZ,49.2254727184889,ALFONSO BONILLA ARAGON,25.1790703882205,Internacional
CAMPAMENTO,CAROLINA DEL PRINCIPE,28.3633293900059,True,CAROLINA DEL PRINCIPE,28.3633293900059,REMEDIOS OTU,64.3789244129619,OLAYA HERRERA,90.4015719310243,JOSE M. CORDOVA,91.6988050462514,Aeródromo
LA SOLITA,EL RIO,31.1785089875265,True,EL RIO,31.1785089875265,REMEDIOS OTU,62.2124612640389,OLAYA HERRERA,99.4058585078771,JOSE M. CORDOVA,100.705975753961,Aeródromo
ARÉMASAHIN,ALMIRANTE PADILLA,23.6464719415766,True,MANAURE,46.1526659393965,PUERTO BOLIVAR,113.640588734014,ALFONSO LOPEZ PUMAREJO,131.046432936697,ALMIRANTE PADILLA,23.6464719415766,Internacional
ARENAS DEL NORTE,BERASTEGUI,23.2357416914072,True,BERASTEGUI,23.2357416914072,LAS BRUJAS,44.9988171001397,LOS GARZONES,40.2322397005489,RAFAEL NUÑEZ,161.750595749362,Aeródromo
PIEDRAS BLANCAS,LAS BRUJAS,22.1202712778655,True,COVEÑAS,42.341659301049,LAS BRUJAS,22.1202712778655,LOS GARZONES,60.9085228456431,RAFAEL NUÑEZ,142.87594416939,Regional
ZUNGO EMBARCADERO - PUEBLO NUEVO,ANTONIO ROLDAN BETANCOURT,4.66583243336112,True,LOS PLANES,10.4483495328615,ALCIDES FERNANDEZ,93.1836541182049,ANTONIO ROLDAN BETANCOURT,4.66583243336112,JOSE M. CORDOVA,236.869795754146,Nacional
ZUNGO EMBARCADERO - 11 DE NOVIEMBRE,ANTONIO ROLDAN BETANCOURT,4.37389289490182,True,LOS PLANES,9.92790603367341,ALCIDES FERNANDEZ,93.5419308909609,ANTONIO ROLDAN BETANCOURT,4.37389289490182,JOSE M. CORDOVA,236.520773336599,Nacional
CASA VERDE,GUSTAVO ROJAS PINILLA,24.0792206541393,True,GUSTAVO ROJAS PINILLA,24.0792206541393,ALBERTO LLERAS CAMARGO,66.4380232756667,EL ALCARAVAN,123.060778551143,EL DORADO,104.908438721442,Aeródromo
ZUNGO EMBARCADERO - 28 DE OCTUBRE,ANTONIO ROLDAN BETANCOURT,5.2001564386171,True,LOS PLANES,10.8935800305167,ALCIDES FERNANDEZ,92.6402713548268,ANTONIO ROLDAN BETANCOURT,5.2001564386171,JOSE M. CORDOVA,237.411775773699,Nacional
CAREPITA CANALUNO,ANTONIO ROLDAN BETANCOURT,4.70032395786105,True,LOS ALMENDROS,11.5638382369411,ALCIDES FERNANDEZ,93.5391451646475,ANTONIO ROLDAN BETANCOURT,4.70032395786105,JOSE M. CORDOVA,236.506258751897,Nacional
CAROLINA DEL PRÍNCIPE,CAROLINA DEL PRINCIPE,0.863587276926074,True,CAROLINA DEL PRINCIPE,0.863587276926074,REMEDIOS OTU,70.1972410908728,OLAYA HERRERA,65.6707609702192,JOSE M. CORDOVA,64.3166725712933,Aeródromo
CHIGORODÓ,REYES MURILLO,30.0283190621419,True,PIZARRO,84.9866431152691,REYES MURILLO,30.0283190621419,EL CARAÑO,40.4471871384591,MATECAÑA,167.125365247041,Regional
GUAPÁ CARRETERAS,JAIME ORTIZ BETANCUR,15.4201708462899,True,JAIME ORTIZ BETANCUR,15.4201708462899,ALCIDES FERNANDEZ,127.333233877438,ANTONIO ROLDAN BETANCOURT,30.5325603592688,JOSE M. CORDOVA,203.081272183942,Nacional
CAMPITAS,JAIME ORTIZ BETANCUR,3.89512265364704,True,JAIME ORTIZ BETANCUR,3.89512265364704,ALCIDES FERNANDEZ,114.252269297584,ANTONIO ROLDAN BETANCOURT,18.7860208501704,JOSE M. CORDOVA,216.29389455624,Nacional
CHAMPITA SECTOR LA GRANJA,JAIME ORTIZ BETANCUR,3.20532461655199,True,JAIME ORTIZ BETANCUR,3.20532461655199,ALCIDES FERNANDEZ,114.450385104317,ANTONIO ROLDAN BETANCOURT,18.481586106632,JOSE M. CORDOVA,215.973343819191,Nacional
CISNEROS,BUENAVENTURA-GERARDO TOBAR LOPEZ,25.8136081839199,True,EDGAR CALDAS POTES-CA,34.3967325689202,FARFAN HERIBERTO GIL MAR,68.9607908098082,BUENAVENTURA-GERARDO TOBAR LOPEZ,25.8136081839199,ALFONSO BONILLA ARAGON,49.6756054453799,Nacional
ARRECIFAL,BARRANCO MINAS,84.6112144885398,False,BARRANCO MINAS,84.6112144885398,CUMARIBO,121.101185661378,EL ALCARAVAN,413.649173086768,EL DORADO,576.606144951208,Sin cobertura
ARROYO DE LAS CANOAS,EL CAIRANO,17.3692856080169,True,EL CAIRANO,17.3692856080169,TOLU,127.325088092809,LOS GARZONES,207.205781245881,RAFAEL NUÑEZ,24.9654681166156,Internacional
ARROYOHONDO,LAS AGUILAS -CA,2.93496304803685,True,LAS AGUILAS -CA,2.93496304803685,FARFAN HERIBERTO GIL MAR,72.5840545126894,BUENAVENTURA-GERARDO TOBAR LOPEZ,62.3944577611698,ALFONSO BONILLA ARAGON,15.6770919242832,Internacional
ARENALES,CAROLINA DEL PRINCIPE,20.5666532790067,True,CAROLINA DEL PRINCIPE,20.5666532790067,REMEDIOS OTU,78.7305605630967,OLAYA HERRERA,51.9034909067475,JOSE M. CORDOVA,46.2383602389175,Aeródromo
MONTERA,AGUAS CLARAS,11.5436931797726,True,HACARITAMA,31.541038629729,AGUAS CLARAS,11.5436931797726,YARIGUIES,162.930492377047,CAMILO DAZA,107.667207705072,Regional
ASENTAMIENTO INDÍGENA TOTUMAL,INGENIO RISARALDA,13.3795309935974,True,INGENIO RISARALDA,13.3795309935974,CONDOTO MANDINGA,93.2392239498808,LA NUBIA,41.3424705341449,MATECAÑA,23.0921182668835,Internacional
EL ZARZAL,GUILLERMO LEON VALENCIA,13.5446019982771,True,EL GUAYABAL,50.1348466571286,CONTADOR,97.823974967594,GUILLERMO LEON VALENCIA,13.5446019982771,ALFONSO BONILLA ARAGON,127.109427700745,Nacional
EL BAGRE,EL PEDRAL BONANZA,29.7102270456021,True,EL PEDRAL BONANZA,29.7102270456021,REMEDIOS OTU,73.4958828030834,YARIGUIES,30.5421995365428,PALONEGRO,96.8900351474631,Nacional
PUERTO LÓPEZ,DUBAI,47.2268430448278,False,DUBAI,47.2268430448278,JUAN H.WHITE,80.6098050559104,LOS GARZONES,140.716551124784,PALONEGRO,212.769619835006,Sin cobertura
ENTRERRÍOS,CAROLINA DEL PRINCIPE,30.6259118321039,True,CAROLINA DEL PRINCIPE,30.6259118321039,ALI PIEDRAHITA,73.8057059698183,OLAYA HERRERA,39.309827023963,JOSE M. CORDOVA,45.9096053515873,Nacional
LAS PALMAS,ANTONIO NARIÑO,43.0410942759372,False,ORITO,59.8555181181736,CANANGUCHAL,46.1367543307955,ANTONIO NARIÑO,43.0410942759372,ALFONSO BONILLA ARAGON,268.446985627291,Sin cobertura
EL CRISTO,REMEDIOS OTU,33.2546833428877,True,EL RIO,49.6389372510549,REMEDIOS OTU,33.2546833428877,YARIGUIES,116.723443497821,JOSE M. CORDOVA,140.872225052059,Regional
AZAFRANAL,VILLA GEORGINA,10.8856550421464,True,VILLA GEORGINA,10.8856550421464,SANTIAGO VILA,49.6433612032389,PERALES,83.5430230182305,EL DORADO,38.8642025825824,Internacional
BALBOA,INGENIO RISARALDA,8.38839926772272,True,INGENIO RISARALDA,8.38839926772272,CONDOTO MANDINGA,80.5852354320931,LA NUBIA,55.4620448827553,MATECAÑA,28.5954949763975,Internacional
BALLESTAS,BARU - HIDROPUERTO,16.3700070764088,True,BARU - HIDROPUERTO,16.3700070764088,TOLU,80.2399768547139,LOS GARZONES,160.558408763779,RAFAEL NUÑEZ,26.3328502201634,Internacional
"BARRANCABERMEJA, DISTRITO ESPECIAL, PORTUARIO, BIODIVERSO, INDUSTRIAL Y TURÍSTICO",YARIGUIES,6.55949884438499,True,EL PEDRAL BONANZA,20.0249156480027,MORELA,91.4277625441042,YARIGUIES,6.55949884438499,PALONEGRO,73.9255808625984,Nacional
BARRANCAS,INGENIO PICHICHI,8.55802545120913,True,INGENIO PICHICHI,8.55802545120913,FARFAN HERIBERTO GIL MAR,61.4075197675882,BUENAVENTURA-GERARDO TOBAR LOPEZ,88.5235254714404,ALFONSO BONILLA ARAGON,15.5033018040122,Internacional
BARRANCOMINAS,BARRANCO MINAS,0.538729901384086,True,BARRANCO MINAS,0.538729901384086,CUMARIBO,105.960022875455,EL ALCARAVAN,349.887309042866,EL DORADO,499.0460700442,Aeródromo
BARRIGÓN,EL CAIRANO,17.5799145996535,True,EL CAIRANO,17.5799145996535,TOLU,126.62227439819,LOS GARZONES,207.2762446853,RAFAEL NUÑEZ,39.054060087046,Internacional
BARRIO BUENOS AIRES,BUENAVENTURA-GERARDO TOBAR LOPEZ,2.01100536691988,True,EDGAR CALDAS POTES-CA,58.6896546272981,FARFAN HERIBERTO GIL MAR,91.2913970050609,BUENAVENTURA-GERARDO TOBAR LOPEZ,2.01100536691988,ALFONSO BONILLA ARAGON,76.0894794209688,Nacional
BARRIO LOS CATADI,EL DORADO,9.72112767908739,True,FLAMINIO S. CAMACHO,12.3800738114873,SANTIAGO VILA,89.3167358611162,VANGUARDIA,92.3969061348287,EL DORADO,9.72112767908739,Internacional
PONTÓN,ALFONSO LOPEZ PUMAREJO,32.2521707807583,True,SAN JUAN DEL CESAR,38.308568163958,JORGE ISAACS (LA MINA),210.220402409609,ALFONSO LOPEZ PUMAREJO,32.2521707807583,ALMIRANTE PADILLA,101.256090854143,Nacional
BARÚ,BARU - HIDROPUERTO,14.4643417872675,True,BARU - HIDROPUERTO,14.4643417872675,TOLU,71.1896558266829,LOS GARZONES,147.449577416783,RAFAEL NUÑEZ,38.2110110413845,Internacional
SAN ANDRÉS,EL EMBRUJO,93.5595577007209,False,NUEVA FORTUNA,704.6541260022,CAPURGANA,647.042733905453,EL EMBRUJO,93.5595577007209,RAFAEL NUÑEZ,714.538547869612,Sin cobertura
BELTRÁN,INGENIO RISARALDA,14.3094706254095,True,INGENIO RISARALDA,14.3094706254095,CONDOTO MANDINGA,98.6656360332188,LA NUBIA,36.9706033039737,MATECAÑA,17.4085681949903,Internacional
BENDICIONES,BUENAVENTURA-GERARDO TOBAR LOPEZ,19.800743467005,True,EDGAR CALDAS POTES-CA,37.7388898527032,FARFAN HERIBERTO GIL MAR,70.5706564700319,BUENAVENTURA-GERARDO TOBAR LOPEZ,19.800743467005,ALFONSO BONILLA ARAGON,60.372111591384,Nacional
BITACO,LAS AGUILAS -CA,15.9634617642528,True,LAS AGUILAS -CA,15.9634617642528,FARFAN HERIBERTO GIL MAR,68.0478823836647,BUENAVENTURA-GERARDO TOBAR LOPEZ,49.2053348610457,ALFONSO BONILLA ARAGON,25.2643501793404,Internacional
BOCACHICA,BARU - HIDROPUERTO,9.97286581228008,True,BARU - HIDROPUERTO,9.97286581228008,TOLU,90.3079153450977,LOS GARZONES,168.667338317474,RAFAEL NUÑEZ,15.4385101032319,Internacional
GÓMEZ PLATA,CAROLINA DEL PRINCIPE,9.08554502702914,True,CAROLINA DEL PRINCIPE,9.08554502702914,REMEDIOS OTU,66.5289586447012,OLAYA HERRERA,65.7556110842219,JOSE M. CORDOVA,61.8925492471363,Aeródromo
EL SALTO,BUENAVENTURA-GERARDO TOBAR LOPEZ,21.914992351367,True,EDGAR CALDAS POTES-CA,35.6765213728375,FARFAN HERIBERTO GIL MAR,69.3028280431939,BUENAVENTURA-GERARDO TOBAR LOPEZ,21.914992351367,ALFONSO BONILLA ARAGON,56.2081337968721,Nacional
SAN MATÍAS,CAROLINA DEL PRINCIPE,11.9357897135202,True,CAROLINA DEL PRINCIPE,11.9357897135202,REMEDIOS OTU,59.0895018145533,OLAYA HERRERA,75.2527954547609,JOSE M. CORDOVA,71.9625169628961,Aeródromo
VEGA DE BOTERO,CAROLINA DEL PRINCIPE,16.9098306504611,True,CAROLINA DEL PRINCIPE,16.9098306504611,REMEDIOS OTU,56.0561361604184,OLAYA HERRERA,75.6226413153769,JOSE M. CORDOVA,70.3957583101273,Aeródromo
GRANADA,BARACOA,22.527878489859,True,BARACOA,22.527878489859,LAS BRUJAS,25.9621516921283,LOS GARZONES,101.401172068759,RAFAEL NUÑEZ,134.997533526802,Regional
SANTA ANA,INGENIO RISARALDA,46.9364112546564,False,INGENIO RISARALDA,46.9364112546564,CONDOTO MANDINGA,98.4611723911858,LA NUBIA,49.8826037212889,MATECAÑA,55.8240184733258,Sin cobertura
GUANTEROS,CAROLINA DEL PRINCIPE,15.5485015281514,True,CAROLINA DEL PRINCIPE,15.5485015281514,REMEDIOS OTU,58.3765391773003,OLAYA HERRERA,80.6670329702175,JOSE M. CORDOVA,78.8943693071803,Aeródromo
GUADALUPE IV,CAROLINA DEL PRINCIPE,14.9857168551756,True,CAROLINA DEL PRINCIPE,14.9857168551756,REMEDIOS OTU,57.542194517878,OLAYA HERRERA,79.9329637002394,JOSE M. CORDOVA,77.6366841442558,Aeródromo
EL MACHETE,CAROLINA DEL PRINCIPE,12.7245051694112,True,CAROLINA DEL PRINCIPE,12.7245051694112,REMEDIOS OTU,59.34080126698,OLAYA HERRERA,77.6291578430741,JOSE M. CORDOVA,75.3788077534077,Aeródromo
EL ROBLE,LAS BRUJAS,27.5887220466244,True,BARACOA,43.8241423733258,LAS BRUJAS,27.5887220466244,LOS GARZONES,75.4070975509175,RAFAEL NUÑEZ,153.176761962579,Regional
BOCHALEMA,CAMILO DAZA,38.0961254990917,True,CINERA,64.9557119586945,AGUAS CLARAS,110.692986527451,YARIGUIES,143.638771630069,CAMILO DAZA,38.0961254990917,Internacional
"BOGOTÁ, DISTRITO CAPITAL",EL DORADO,7.21322529297458,True,FLAMINIO S. CAMACHO,18.647530806448,SANTIAGO VILA,86.9897011069715,VANGUARDIA,76.5051883878193,EL DORADO,7.21322529297458,Internacional
BOJACÁ,EL DORADO,22.7796231842243,True,FLAMINIO S. CAMACHO,32.3724742108658,SANTIAGO VILA,71.7786534701623,PERALES,94.0170986607381,EL DORADO,22.7796231842243,Internacional
GUAMAL,LAS VIOLETAS- CA,5.62617728010751,True,LAS VIOLETAS- CA,5.62617728010751,SAN MARTIN,21.8288612919648,VANGUARDIA,36.3576189740439,EL DORADO,100.392697375799,Nacional
LOS GÓMEZ,SAN PABLO,6.94190229499239,True,SAN PABLO,6.94190229499239,TOLU,57.6781791681619,LOS GARZONES,26.0346548951826,RAFAEL NUÑEZ,158.1827521199,Nacional
